CACM-2967	0.0
CACM-3026	0.0
CACM-3087	0.3333333333333333
CACM-2424	0.25
CACM-3056	0.2
CACM-3158	0.16666666666666666
CACM-3142	0.14285714285714285
CACM-0695	0.125
CACM-2002	0.1111111111111111
CACM-2771	0.1
CACM-0698	0.09090909090909091
CACM-2484	0.08333333333333333
CACM-2311	0.07692307692307693
CACM-2882	0.14285714285714285
CACM-1589	0.13333333333333333
CACM-1844	0.125
CACM-2016	0.11764705882352941
CACM-3136	0.1111111111111111
CACM-2876	0.10526315789473684
CACM-2421	0.1
CACM-2846	0.09523809523809523
CACM-3025	0.09090909090909091
CACM-2486	0.08695652173913043
CACM-1264	0.08333333333333333
CACM-1930	0.08
CACM-1572	0.07692307692307693
CACM-1462	0.07407407407407407
CACM-2852	0.07142857142857142
CACM-2398	0.06896551724137931
CACM-1962	0.06666666666666667
CACM-1518	0.06451612903225806
CACM-2439	0.0625
CACM-2812	0.06060606060606061
CACM-2516	0.08823529411764706
CACM-1747	0.08571428571428572
CACM-1750	0.08333333333333333
CACM-2188	0.08108108108108109
CACM-2817	0.10526315789473684
CACM-2786	0.10256410256410256
CACM-0144	0.1
CACM-2989	0.0975609756097561
CACM-1711	0.09523809523809523
CACM-2342	0.09302325581395349
CACM-3089	0.09090909090909091
CACM-2900	0.08888888888888889
CACM-3131	0.08695652173913043
CACM-1677	0.0851063829787234
CACM-2951	0.08333333333333333
CACM-2888	0.08163265306122448
CACM-1519	0.08
CACM-2151	0.0784313725490196
CACM-1152	0.07692307692307693
CACM-2957	0.09433962264150944
CACM-2828	0.09259259259259259
CACM-2816	0.10909090909090909
CACM-1805	0.10714285714285714
CACM-1309	0.10526315789473684
CACM-2147	0.10344827586206896
CACM-1846	0.1016949152542373
CACM-2680	0.1
CACM-1409	0.09836065573770492
CACM-0092	0.0967741935483871
CACM-0417	0.09523809523809523
CACM-3049	0.09375
CACM-0617	0.09230769230769231
CACM-1432	0.09090909090909091
CACM-2716	0.1044776119402985
CACM-2194	0.10294117647058823
CACM-3138	0.10144927536231885
CACM-0944	0.1
CACM-0585	0.09859154929577464
CACM-1408	0.09722222222222222
CACM-3141	0.0958904109589041
CACM-1698	0.0945945945945946
CACM-3034	0.09333333333333334
CACM-2976	0.10526315789473684
CACM-3164	0.1038961038961039
CACM-0719	0.10256410256410256
CACM-1988	0.10126582278481013
CACM-2928	0.1
CACM-1290	0.09876543209876543
CACM-1650	0.0975609756097561
CACM-2859	0.0963855421686747
CACM-1154	0.09523809523809523
CACM-2718	0.10588235294117647
CACM-2500	0.10465116279069768
CACM-1259	0.10344827586206896
CACM-3072	0.10227272727272728
CACM-2717	0.11235955056179775
CACM-1470	0.1111111111111111
CACM-1886	0.10989010989010989
CACM-3137	0.11956521739130435
CACM-2298	0.11827956989247312
CACM-1754	0.11702127659574468
CACM-1488	0.11578947368421053
CACM-3024	0.11458333333333333
CACM-1774	0.1134020618556701
CACM-2525	0.11224489795918367
CACM-1272	0.1111111111111111
CACM-0078	0.11
